model,interactor,chi2_stat,main_effect_comp,ubalanced_high_ptf,ptf_by_low_mtf_slope,ptf_by_high_mtf_slope,low_mTF_total,high_mTF_total,conflicting_sign
GIS1,PGD1,71.16610232943435,NA,TRUE,-0.02027621885432549,0.11852229637612821,2956,1213,FALSE
USV1,PGD1,68.52569345661449,NA,TRUE,-0.02828427424100773,0.1575002784278478,2956,1216,FALSE
INO4,PGD1,54.43104449202788,NA,TRUE,-0.04386017982788035,0.09541081074715788,2956,1216,FALSE
GAL11,CYC8,49.0642136595685,NA,TRUE,-0.003388038056149904,0.21428666396539517,3508,1217,FALSE
PGD1,ARG81,43.9588689385217,NA,FALSE,0.09377731448513049,0.062167077736871294,3087,1221,FALSE
GAL11,STP1,42.16681329854759,NA,TRUE,0.1380265176133859,0.15307134794750304,3500,1249,FALSE
RPH1,MSN2,38.07258167873969,NA,TRUE,-0.025125955904166816,0.16962197545121868,1614,1242,FALSE
PDR1,ARG81,36.36927820045717,NA,FALSE,0.03373229174257283,0.033317264408287556,3088,1221,FALSE
XBP1,MSN2,35.37140073488951,NA,TRUE,0.03790594635914124,0.09236067226913738,1613,1243,FALSE
MED2,MSN2,32.748348378035644,NA,TRUE,-0.1360402675763275,0.07728100314200416,1614,1243,FALSE
DAL80,GZF3,32.382763862340234,NA,TRUE,-0.03457060760187988,0.13568376522318962,1707,1222,FALSE
USV1,GIS1,32.13633249737152,NA,TRUE,-0.027976102834364414,0.12650351081507055,1429,1213,FALSE
GIS1,GAL4,31.100739883102367,NA,TRUE,0.06977046712020052,0.16580016254654817,4746,1218,FALSE
PDR1,MSN2,30.131544887633833,NA,FALSE,0.04124987513419997,0.022064357874221414,1614,1242,FALSE
RPH1,ERT1,29.870891571771338,NA,TRUE,0.08622814892630688,0.11149891321696234,1520,1232,FALSE
XBP1,INO4,29.68126622110832,NA,TRUE,-0.0013955923154000843,0.10075581140535472,1613,1260,FALSE
GAL11,ZAP1,29.474267554102887,NA,TRUE,0.10671117545896676,0.17545260933257179,1700,1220,FALSE
CST6,ARG81,28.784307597785215,NA,TRUE,0.03696254733799401,0.06575355142069049,3087,1221,FALSE
USV1,AZF1,27.81720574060472,NA,FALSE,0.07497993586058178,0.060222204361516464,3370,1221,FALSE
UME1,MSN2,27.469813465987812,NA,TRUE,-0.09032414276173717,0.0355255182279563,1614,1243,FALSE
HAP4,HAP3,27.38886625504514,NA,TRUE,-0.021638858232609467,0.2503088238364832,1254,1214,FALSE
XBP1,OPI1,27.362756587363155,NA,TRUE,0.05641201062510462,0.10899394217264345,2069,1225,FALSE
MED2,OPI1,27.168661426144105,NA,TRUE,-0.1317883567496161,0.09913983870647339,2070,1225,FALSE
HAP4,OPI1,27.09425300539129,NA,TRUE,0.021005982709626586,0.1586823951908717,2069,1225,FALSE
ZAP1,SWI4,26.93274537819443,NA,FALSE,0.036774309034107645,0.011088327048205192,3786,1256,FALSE
SKN7,PPR1,26.717783129407447,NA,TRUE,-0.009091673468656618,0.17182024857672995,1855,1257,FALSE
ZAP1,MSN2,26.136366473123967,NA,TRUE,-0.021302707424120486,0.03651975096335754,1613,1243,FALSE
PGD1,GIS1,26.135188133641275,NA,TRUE,-0.015038629858091818,0.1190257114286929,1429,1213,FALSE
RTG1,GIS1,26.11698202651875,NA,TRUE,-0.0839945989678394,-0.01690709038684069,1428,1213,FALSE
STB5,GAL4,25.872214338652384,NA,TRUE,0.21067756402979063,0.38127527097880226,4745,1219,FALSE
RPH1,RGM1,25.12342794987834,NA,TRUE,-0.02398367509542387,0.19503178549453218,1378,1217,FALSE
SKN7,GIS1,24.93770682794463,NA,TRUE,-0.026402776394270012,0.21690328444582843,1429,1213,FALSE
DAL80,MTH1,24.724756827556437,NA,TRUE,0.008167582703018088,0.06883619442746287,2742,1228,FALSE
INO4,FKH2,24.566620912288634,NA,TRUE,0.01850811554838545,0.059068830893343534,2382,1265,FALSE
SFP1,TEA1,24.221190805242795,NA,TRUE,0.04392775086948186,0.06286272176334486,2900,1291,FALSE
RDS2,GZF3,23.852257666699614,NA,TRUE,-0.054668061049166466,0.054242581175287706,1706,1223,FALSE
HAP2,OPI1,23.77752869440459,NA,TRUE,-0.035052642029437704,0.018183146449710443,2070,1224,FALSE
PGD1,SWI6,23.50671711000635,NA,FALSE,0.10348902960979213,0.09728484699166703,3620,1231,FALSE
MSN2,ASH1,23.405596792537605,NA,TRUE,0.041299029081678,0.2525747500679606,1238,1228,FALSE
UME1,FKH2,22.867375555292835,NA,TRUE,-0.06624895964818768,0.010268454717468295,2382,1265,FALSE
YOX1,WTM1,22.825162091128053,NA,FALSE,0.09009544696564946,0.054732683091097745,2505,1278,FALSE
PDR1,GZF3,22.45458948286419,NA,TRUE,0.03164813318452239,0.04958597434711879,1707,1223,FALSE
RDS2,MSN2,22.206147666368285,NA,TRUE,-0.028681334254777216,0.03977170973520573,1614,1243,FALSE
MED2,MET31,22.036980030540537,NA,TRUE,-0.11582662551111529,0.09436466360542924,1216,1225,FALSE
MET32,CBF1,21.418458638620045,NA,FALSE,0.07858075005822512,0.010636678993541962,1215,1213,FALSE
UME1,INO4,21.39486015431372,NA,TRUE,-0.08107550221396742,0.05150788966117646,1613,1260,FALSE
MET31,TUP1,21.167886903323442,NA,TRUE,-0.07812049552537556,-0.0020976066391067277,2654,1257,FALSE
CST6,GIS1,20.142849064001766,NA,TRUE,-0.03604694607590508,0.12135529562703312,1428,1213,FALSE
SFP1,FKH2,19.786371126717757,NA,TRUE,0.0658810936545287,0.06941021226161485,2382,1265,FALSE
RDS2,SWI4,19.302471136510878,NA,TRUE,0.007003162211217839,0.04934397009419472,3786,1256,FALSE
RPH1,TOG1,19.291260425992316,NA,TRUE,0.08238865363523858,0.13118197163410442,1223,1214,FALSE
RDS2,GIS1,18.963980588559206,NA,TRUE,-0.04099196669625487,0.039167049264848784,1429,1213,FALSE
GAT2,FKH2,18.90613943958022,NA,FALSE,0.10970125768277571,0.10022716628831929,2383,1265,FALSE
RPN4,ACE2,18.896149652299194,NA,FALSE,0.11704032397396104,0.076638724352425,2207,1223,FALSE
PDR1,UPC2,18.74861841337006,NA,FALSE,0.032808400813824384,0.008354728801075044,1759,1225,FALSE
XBP1,GAL80,18.73202590243066,NA,TRUE,0.05777435116256039,0.09893477678258646,1216,1243,FALSE
CIN5,OPI1,18.088940080146454,NA,TRUE,0.10920145999722596,0.1442738035545739,2069,1225,FALSE
CUP9,GIS1,17.771964107902242,NA,TRUE,0.050435988772854753,0.1803332169065457,1429,1213,FALSE
PDR1,GIS1,17.771964107902242,NA,FALSE,0.05863637592262509,0.002007752005978236,1429,1213,FALSE
INO4,SMP1,17.158221314441782,NA,TRUE,-0.043505525057709174,0.08821165559332123,1246,1243,FALSE
RDS2,UPC2,17.10778568594841,NA,TRUE,-0.036405675277185426,0.06208597344264726,1759,1226,FALSE
MET4,MSN2,16.97096861347729,NA,TRUE,0.01431005036681682,0.11331696009125707,1614,1242,FALSE
GAL11,GCN4,16.85513468772007,NA,TRUE,0.09107279690246754,0.14791946192859046,1214,1233,FALSE
CUP9,ERT1,16.833310655325867,NA,TRUE,0.1485007295179706,0.18846324444158916,1520,1233,FALSE
GAL11,AFT1,16.678920206040512,NA,FALSE,0.18456032921935184,0.12124459933066398,1215,1247,FALSE
CST6,ASH1,16.450589753918077,NA,TRUE,0.03292200551903589,0.039239261593384075,1237,1229,FALSE
HAP4,SMP1,16.345813912437,NA,TRUE,-0.01160339304033996,0.09579238851524856,1245,1244,FALSE
MSN2,GAL4,16.230559344735948,NA,TRUE,0.18213696215094172,0.362092933181996,4746,1218,FALSE
HAP2,MIG1,15.870363546336927,NA,TRUE,-0.06692545293244764,0.09002898360225212,2909,1217,FALSE
STE12,PGD1,15.630863560471946,NA,TRUE,-0.04541111779620954,0.09010274065179302,2956,1213,FALSE
RPH1,DAT1,14.544235975410487,NA,TRUE,0.022306102431803577,0.0580373120009741,1253,1213,FALSE
SFL1,MSN2,13.934080441025175,NA,TRUE,0.10328805617429071,0.10830003384516544,1614,1242,FALSE
CST6,MSN2,13.930883340275033,NA,TRUE,-0.014829916681749504,0.10381357864834083,1613,1243,FALSE
AFT1,GAL4,13.852208124793844,NA,TRUE,0.06346272371133206,0.21481239436819846,4746,1218,FALSE
OPI1,INO2,13.726329328787891,NA,TRUE,-0.08037933600314481,0.052940238515394866,1788,1230,FALSE
CHA4,GIS1,13.660943001351228,NA,TRUE,-0.09049504457760331,-0.07192001888427992,1429,1213,FALSE
YHP1,OPI1,13.642943603022019,NA,TRUE,-0.007944269092748871,0.008227854248752674,2070,1225,FALSE
GAT2,DAT1,13.499856326136646,NA,TRUE,0.013333324505061358,0.07513730109833675,1253,1213,FALSE
RDS2,OPI1,13.362795588348938,NA,TRUE,0.0023763318286489296,0.04546538608375176,2069,1225,FALSE
OPI1,FZF1,13.241347853424678,NA,TRUE,-0.051518246598746126,0.020926348035784737,1236,1254,FALSE
CIN5,IXR1,12.889111464670004,NA,TRUE,0.04338538220529655,0.2291100755819869,3156,1260,FALSE
SKN7,HAA1,12.049611355279476,NA,TRUE,0.023167421923294903,0.1339331603811979,1215,1216,FALSE
SKO1,OPI1,11.98289257979238,NA,TRUE,0.04732718930910349,0.0946203795160695,2070,1225,FALSE
ARG80,GAL4,11.684906666704942,NA,TRUE,-0.015096027440124586,0.1523354659157249,4745,1219,FALSE
HAP2,DAT1,11.413649482943606,NA,FALSE,-0.007971988612533986,-0.03338323571626515,1253,1213,FALSE
OAF1,RGM1,9.70241325421889,NA,TRUE,-0.07185846862440326,0.12680531054497213,1378,1217,FALSE
MIG1,CYC8,9.68557036797853,NA,TRUE,-0.016002013994050546,0.25550077802962823,3508,1216,FALSE
OPI1,PPR1,9.056690238659094,NA,FALSE,0.009207917829620127,-0.012842587256649203,1855,1257,FALSE
PHO2,MSN2,8.825523170894332,NA,TRUE,-0.0057196795212249634,0.06566433551082491,1614,1243,FALSE
AFT1,DAT1,8.481273660426822,NA,TRUE,0.043490044617387286,0.05792282972479902,1253,1213,FALSE
SFL1,OPI1,7.880933281135352,NA,FALSE,0.14155856926736735,0.11571507982916472,2070,1224,FALSE
CIN5,EAF1,7.706006265944104,NA,FALSE,0.12434675597247274,0.07021834876366319,2118,1217,FALSE
OAF1,MBP1,7.689551408060267,NA,TRUE,0.009086665223003202,0.10686493669828011,1493,1290,FALSE
GIS1,ARG80,7.398967834752804,NA,TRUE,0.04161296854416338,0.11561327697999171,2120,1252,FALSE
SFL1,SWI4,7.1606730726453325,NA,FALSE,0.12439807596808111,0.10495733078705524,3786,1256,FALSE
MIG1,CBF1,5.605331458096622,NA,FALSE,0.281496836783976,0.03910984044269081,1215,1214,FALSE
